Matrícula;Salário
1982302;2268,56
1998803;2268,56
2001402;2268,56
2005203;2268,56
2007401;2268,56
2008401;2268,56
2008501;2268,56
2008701;2268,56
2008901;2268,56
2009001;2268,56
2009201;2268,56
2010401;2268,56
2010501;2268,56
2010801;2268,56
2011201;2268,56
2011301;2268,56
2011401;2268,56
2011501;2268,56
2014301;2268,56
2014601;2268,56
2014901;2268,56
2015301;2268,56
2015402;2268,56
2016701;2268,56
2016801;2268,56
2017401;2268,56
2017801;2268,56
2021501;2268,56
2023501;2268,56
2023901;2268,56
2025101;2268,56
2028301;2268,56
2038201;2268,56
2040401;2268,56
2090022;2268,56
1189622;1701,43
1236512;1701,43
1385915;1701,43
1677010;1701,43
1739806;1701,43
1742015;1701,43
1783302;1701,43
1801008;1701,43
1806803;1701,43
1865205;1701,43
1870305;1701,43
1878106;1701,43
1897304;1701,43
1941006;1701,43
1964802;1701,43
1965802;1701,43
1973202;1701,43
2005302;1701,43
2008101;1701,43
2015101;1701,43
2015901;1701,43
2016102;1701,43
2031402;1701,43
2032302;1701,43
2034301;1701,43
100616;1134,27
347104;1134,27
470014;1134,27
470015;1134,27
480923;1134,27
632206;1134,27
673622;1134,27
673623;1134,27
693313;1134,27
694223;1134,27
696830;1134,27
698520;1134,27
698620;1134,27
720122;1134,27
720123;1134,27
768518;1134,27
906402;1134,27
906404;1134,27
963125;1134,27
980619;1134,27
980915;1134,27
1036331;1134,27
1065223;1134,27
1110809;1134,27
1129823;1134,27
1169022;1134,27
1169111;1134,27
1195415;1134,27
1252709;1134,27
1287316;1134,27
1292607;1134,27
1313317;1134,27
1313319;1134,27
1332113;1134,27
1332114;1134,27
1344823;1134,27
1360519;1134,27
1360520;1134,27
1369812;1134,27
1374208;1134,27
1394514;1134,27
1413315;1134,27
1433917;1134,27
1433918;1134,27
1460918;1134,27
1462607;1134,27
1472408;1134,27
1476415;1134,27
1476416;1134,27
1499808;1134,27
1504510;1134,27
1505906;1134,27
1525009;1134,27
1550014;1134,27
1560007;1134,27
1561604;1134,27
1569606;1134,27
1570411;1134,27
1576709;1134,27
1576710;1134,27
1581909;1134,27
1583115;1134,27
1585203;1134,27
1586112;1134,27
1586113;1134,27
1587313;1134,27
1587314;1134,27
1601408;1134,27
1601410;1134,27
1606709;1134,27
1606710;1134,27
1615713;1134,27
1615715;1134,27
1619803;1134,27
1625305;1134,27
1625306;1134,27
1648208;1134,27
1664816;1134,27
1669509;1134,27
1671713;1134,27
1671714;1134,27
1673910;1134,27
1675910;1134,27
1675911;1134,27
1677408;1134,27
1706811;1134,27
1712808;1134,27
1713212;1134,27
1715808;1134,27
1731703;1134,27
1733007;1134,27
1733305;1134,27
1735206;1134,27
1744107;1134,27
1747207;1134,27
1748507;1134,27
1748903;1134,27
1757305;1134,27
1757306;1134,27
1772908;1134,27
1776214;1134,27
1776215;1134,27
1779403;1134,27
1782609;1134,27
1782610;1134,27
1786104;1134,27
1786105;1134,27
1801805;1134,27
1810605;1134,27
1810903;1134,27
1811104;1134,27
1811307;1134,27
1814904;1134,27
1814905;1134,27
1815207;1134,27
1828907;1134,27
1839907;1134,27
1848803;1134,27
1860706;1134,27
1861502;1134,27
1873603;1134,27
1878005;1134,27
1879506;1134,27
1880506;1134,27
1880704;1134,27
1881105;1134,27
1881205;1134,27
1888806;1134,27
1906104;1134,27
1906105;1134,27
1919804;1134,27
1920204;1134,27
1921103;1134,27
1925203;1134,27
1926005;1134,27
1927104;1134,27
1927705;1134,27
1930206;1134,27
1931004;1134,27
1950605;1134,27
1955404;1134,27
1955405;1134,27
1964602;1134,27
1967402;1134,27
1970603;1134,27
1972902;1134,27
1992206;1134,27
1997102;1134,27
1999002;1134,27
1999003;1134,27
2004202;1134,27
2007501;1134,27
2008001;1134,27
2008002;1134,27
2008201;1134,27
2008301;1134,27
2009401;1134,27
2009801;1134,27
2009901;1134,27
2010001;1134,27
2010901;1134,27
2015602;1134,27
2015603;1134,27
2015801;1134,27
2016501;1134,27
2017501;1134,27
2017702;1134,27
2019603;1134,27
2019604;1134,27
2020002;1134,27
2022603;1134,27
2023702;1134,27
2025402;1134,27
2028202;1134,27
2030502;1134,27
2030801;1134,27
2032502;1134,27
2032601;1134,27
2032701;1134,27
2034201;1134,27
2038001;1134,27
347105;567,16
685012;567,16
720720;567,16
1169411;567,16
1169413;567,16
1189623;567,16
1256204;567,16
1499108;567,16
1525007;567,16
1552012;567,16
1600708;567,16
1624305;567,16
1666208;567,16
1666209;567,16
1667910;567,16
1675710;567,16
1677009;567,16
1677407;567,16
1736109;567,16
1749606;567,16
1805504;567,16
1806804;567,16
1856804;567,16
1856805;567,16
1858307;567,16
1878004;567,16
1879507;567,16
1918104;567,16
1930207;567,16
1964603;567,16
1964803;567,16
1967003;567,16
2007701;567,16
2015501;567,16
2015502;567,16
2015802;567,16
2015902;567,16
2022601;567,16
2022604;567,16
2022801;567,16
2025401;567,16
2035901;567,16
162401;850,08
76201;1430,69
103301;1547,44
129601;1547,44
130001;1430,69
130601;1430,69
130701;1487,92
132001;1430,69
132101;1430,69
132401;1430,69
133101;1430,69
134301;1487,92
136001;1430,69
137101;1547,44
143801;1430,69
163701;1430,69
178501;1430,69
179301;1430,69
180501;1547,44
266302;1375,66
352501;1430,69
399906;1430,69
562201;1547,44
563403;1430,69
572501;1547,44
637402;1322,75
638102;1322,75
638302;1322,75
643202;1322,75
646302;1322,75
649802;1375,66
727601;1430,69
727801;1375,66
728101;1322,75
728201;1322,75
728401;1322,75
728601;1322,75
729701;1322,75
729901;1322,75
730901;1322,75
731801;1375,66
731901;1375,66
732001;1375,66
732201;1322,75
732701;1430,69
733101;1322,75
733901;1375,66
735101;1375,66
736101;1375,66
736201;1322,75
736501;1322,75
736601;1430,69
736701;1375,66
737101;1322,75
737201;1322,75
737701;1375,66
738001;1322,75
738401;1322,75
738601;1322,75
739001;1322,75
739401;1322,75
740001;1430,69
740301;1430,69
740401;1322,75
740501;1322,75
741001;1322,75
741201;1322,75
741501;1430,69
743301;1322,75
749202;1375,66
754901;1322,75
756904;1375,66
762301;1322,75
766704;1322,75
767002;1322,75
800201;1430,69
800701;1487,92
800801;1430,69
801501;1430,69
802201;1430,69
833401;1487,92
841001;1430,69
850101;1375,66
850501;1322,75
856501;1547,44
857601;1375,66
858201;1375,66
879401;1430,69
881901;1487,92
884401;1547,44
886501;1547,44
887101;1430,69
916701;1487,92
1089501;1375,66
1118801;1375,66
1119601;1375,66
1154701;1375,66
1156701;1322,75
1157601;1375,66
1158101;1322,75
1275001;1547,44
2934001;1547,44
3314001;1487,92
3539001;1609,33
3779001;1487,92
4032001;1487,92
4224001;1609,33
4253001;1487,92
4757001;1547,44
4827001;1547,44
4830001;1547,44
4883001;1609,33
8791201;1430,69
663304;1322,75
1694405;1839,43
1801;2027,42
2101;1749,26
2701;1987,66
2801;2027,42
40503;1800,29
50802;1873,02
57106;1696,45
68403;1696,45
71804;1730,38
80812;1696,45
106709;1873,02
112002;1873,02
120501;1948,69
120701;1764,99
120801;1987,66
121201;1681,34
122501;1784,25
122601;2027,42
123301;1873,02
123401;1987,66
124101;1784,25
124201;1749,26
128801;1749,26
136601;1987,66
136801;2027,42
149701;1681,34
165202;1764,99
192202;1730,38
205402;1873,02
273704;1696,45
293015;1873,02
302002;1800,29
304208;1696,45
337402;1730,38
340902;1836,29
371706;1696,45
435001;1784,25
435101;1764,99
464405;1873,02
473203;1730,38
479104;1836,29
541908;1730,38
610301;1873,02
612301;1836,29
612401;1836,29
612601;1873,02
612701;1648,37
612901;1836,29
614001;1648,37
614101;1873,02
614501;1873,02
614801;1873,02
615401;1800,29
615601;1873,02
616101;1800,29
616401;1873,02
617001;1492,98
617501;1836,29
617601;1764,99
617901;1873,02
635920;1696,45
636807;1800,29
654601;1836,29
654801;1764,99
661006;1873,02
661703;1873,02
662405;1836,29
669706;1696,45
684003;1730,38
685605;1696,45
693607;1696,45
696218;1696,45
698104;1800,29
699418;1730,38
705001;1800,29
732302;1696,45
733002;1696,45
735202;1836,29
736802;1764,99
740802;1836,29
745301;1696,45
745401;1836,29
749320;1696,45
770217;1696,45
772512;1696,45
781504;1836,29
807202;1696,45
807901;1681,34
815801;1836,29
821301;2067,96
829102;1730,38
841502;1873,02
847802;1696,45
848806;1696,45
859601;1730,38
873201;1749,26
880601;1616,05
880701;2027,42
883101;1784,25
885601;1681,34
885801;1948,69
915108;1696,45
919803;1696,45
925205;1696,45
932012;1836,29
945406;1696,45
961204;1696,45
982208;1696,45
986510;1696,45
993306;1696,45
1010508;1730,38
1011015;1696,45
1029404;1764,99
1061802;1873,02
1081803;1730,38
1082102;1873,02
1092606;1764,99
1093106;1836,29
1095107;1873,02
1098812;1696,45
1098915;1730,38
1102401;1616,05
1111201;1873,02
1111601;1730,38
1111805;1730,38
1112001;1492,98
1112201;1616,05
1112401;1873,02
1112701;1873,02
1113001;1873,02
1113301;1836,29
1117904;1584,36
1118010;1696,45
1122012;1696,45
1137011;1696,45
1141501;1648,37
1142101;1873,02
1142201;1873,02
1142301;1873,02
1142901;1648,37
1144307;1696,45
1146101;1730,38
1155705;1696,45
1158913;1696,45
1168706;1696,45
1175307;1696,45
1175502;1696,45
1178606;1873,02
1183506;1696,45
1185602;1648,37
1191103;1616,05
1191214;1730,38
1227712;1730,38
1231901;1836,29
1232201;1836,29
1232301;1873,02
1232701;1553,29
1232801;1873,02
1232901;1616,05
1233101;1873,02
1233201;1800,29
1233301;1836,29
1233501;1836,29
1233701;1553,29
1233801;1873,02
1233901;1522,84
1234201;1873,02
1234601;1873,02
1250307;1696,45
1259611;1696,45
1266702;1873,02
1269009;1696,45
1273903;1873,02
1284908;1873,02
1286707;1696,45
1287614;1696,45
1288610;1730,38
1288802;1800,29
1289108;1696,45
1289207;1730,38
1289302;1730,38
1289803;1873,02
1289905;1696,45
1290104;1764,99
1290715;1696,45
1292905;1696,45
1293410;1730,38
1293611;1696,45
1298413;1696,45
1302514;1696,45
1309611;1730,38
1320012;1696,45
1324306;1873,02
1327806;1873,02
1331511;1696,45
1334905;1696,45
1338314;1696,45
1339214;1730,38
1339602;1764,99
1340607;1836,29
1346301;1836,29
1346401;1616,05
1346501;1584,36
1346601;1836,29
1348604;1836,29
1348804;1800,29
1349809;1730,38
1354510;1730,38
1355607;1696,45
1356213;1696,45
1356411;1730,38
1356910;1730,38
1360612;1696,45
1361313;1730,38
1361614;1696,45
1362413;1696,45
1373604;1873,02
1374305;1696,45
1377806;1696,45
1379004;1696,45
1381601;1616,05
1381801;1553,29
1381901;1873,02
1382001;1836,29
1382401;1873,02
1382501;1584,36
1382601;1873,02
1382801;1648,37
1382901;1584,36
1383101;1836,29
1383301;1800,29
1383401;1764,99
1383701;1873,02
1388112;1730,38
1389306;1696,45
1389604;1696,45
1391901;1616,05
1392503;1730,38
1398710;1696,45
1399002;1730,38
1400717;1696,45
1404013;1696,45
1416003;1836,29
1416109;1730,38
1416604;1800,29
1416803;1836,29
1416915;1696,45
1417106;1836,29
1417208;1696,45
1422307;1873,02
1422505;1873,02
1422802;1696,45
1422904;1764,99
1423202;1764,99
1423604;1836,29
1429002;1873,02
1429303;1873,02
1429406;1730,38
1429502;1873,02
1432012;1730,38
1432507;1873,02
1434002;1873,02
1442102;1836,29
1442408;1696,45
1443702;1696,45
1444609;1873,02
1444812;1696,45
1445011;1730,38
1445312;1730,38
1445402;1873,02
1445502;1873,02
1449906;1730,38
1450005;1764,99
1450904;1873,02
1457307;1696,45
1458607;1764,99
1460204;1696,45
1462506;1873,02
1476702;1800,29
1484007;1873,02
1487505;1696,45
1487703;1696,45
1491103;1836,29
1493404;1730,38
1493801;1836,29
1493901;1873,02
1494001;1800,29
1494101;1873,02
1494301;1873,02
1494401;1873,02
1494504;1836,29
1494601;1873,02
1494701;1873,02
1495001;1696,45
1496101;1730,38
1496501;1696,45
1496601;1873,02
1497001;1836,29
1499504;1873,02
1499604;1836,29
1500106;1730,38
1500209;1696,45
1500306;1696,45
1500605;1873,02
1503601;1836,29
1505107;1696,45
1505312;1730,38
1505807;1730,38
1506515;1696,45
1511108;1730,38
1512608;1696,45
1512710;1696,45
1526004;1873,02
1531410;1730,38
1532006;1836,29
1546807;1730,38
1549603;1800,29
1550306;1730,38
1552704;1696,45
1552807;1696,45
1553109;1696,45
1553310;1730,38
1553411;1696,45
1554308;1696,45
1554901;1873,02
1555103;1836,29
1555702;1730,38
1558101;1800,29
1558504;1730,38
1559209;1696,45
1563003;1836,29
1568803;1836,29
1568903;1873,02
1569406;1730,38
1569803;1800,29
1570005;1696,45
1570702;1873,02
1572104;1873,02
1572803;1873,02
1573407;1696,45
1576204;1696,45
1576409;1696,45
1577407;1696,45
1577602;1696,45
1578105;1696,45
1580704;1696,45
1580906;1730,38
1581206;1730,38
1581303;1873,02
1581706;1730,38
1581809;1696,45
1582003;1800,29
1582203;1800,29
1582806;1696,45
1583007;1696,45
1583209;1696,45
1585807;1730,38
1585902;1873,02
1587402;1873,02
1587507;1696,45
1587807;1696,45
1590803;1800,29
1595104;1730,38
1596411;1696,45
1601507;1696,45
1603605;1696,45
1606003;1873,02
1606205;1730,38
1606409;1696,45
1609103;1873,02
1609502;1800,29
1609608;1696,45
1613305;1696,45
1615105;1696,45
1615305;1730,38
1615409;1696,45
1621802;1696,45
1623307;1696,45
1623603;1873,02
1623903;1800,29
1624003;1800,29
1624509;1696,45
1624807;1730,38
1625202;1800,29
1626202;1873,02
1627306;1730,38
1639606;1696,45
1639702;1836,29
1641207;1696,45
1642506;1696,45
1643108;1696,45
1643506;1730,38
1644206;1696,45
1644306;1696,45
1644406;1730,38
1645410;1696,45
1645705;1730,38
1645906;1730,38
1646007;1696,45
1646208;1696,45
1646305;1696,45
1647002;1873,02
1647503;1730,38
1647606;1730,38
1647902;1836,29
1648102;1836,29
1657101;1873,02
1657201;1873,02
1657301;1873,02
1657501;1873,02
1657601;1873,02
1657701;1800,29
1657801;1800,29
1658001;1764,99
1658101;1836,29
1658201;1800,29
1658301;1696,45
1658401;1873,02
1658501;1800,29
1658601;1873,02
1658701;1873,02
1658901;1873,02
1659101;1836,29
1659201;1730,38
1659301;1873,02
1659401;1800,29
1659501;1873,02
1660505;1696,45
1660805;1730,38
1661606;1696,45
1661704;1730,38
1661805;1730,38
1662205;1730,38
1662405;1696,45
1663305;1696,45
1664004;1730,38
1665005;1696,45
1665104;1730,38
1665404;1696,45
1666407;1696,45
1666504;1730,38
1667307;1696,45
1668605;1696,45
1668807;1696,45
1669305;1696,45
1669404;1730,38
1669607;1696,45
1675205;1730,38
1675406;1696,45
1678505;1730,38
1678801;1800,29
1679501;1873,02
1680205;1730,38
1680406;1696,45
1682606;1696,45
1686705;1730,38
1689101;1800,29
1689204;1696,45
1691601;1873,02
1702106;1696,45
1702506;1696,45
1702705;1696,45
1703004;1696,45
1703306;1730,38
1703504;1730,38
1703705;1730,38
1707207;1696,45
1707305;1730,38
1707405;1730,38
1707504;1730,38
1707704;1696,45
1707806;1696,45
1708105;1696,45
1708505;1696,45
1708805;1696,45
1709105;1730,38
1709208;1696,45
1709506;1696,45
1713805;1696,45
1713905;1696,45
1714108;1696,45
1715205;1730,38
1715307;1696,45
1716004;1696,45
1716304;1730,38
1718008;1696,45
1718105;1696,45
1719206;1696,45
1720102;1730,38
1724204;1730,38
1724306;1696,45
1724404;1730,38
1724504;1696,45
1724606;1696,45
1724705;1696,45
1724904;1730,38
1725005;1696,45
1725105;1696,45
1725306;1696,45
1725506;1696,45
1725605;1696,45
1725705;1696,45
1726103;1696,45
1726205;1696,45
1726504;1696,45
1726705;1696,45
1726804;1730,38
1727004;1730,38
1727105;1696,45
1728004;1696,45
1728205;1696,45
1728605;1696,45
1733603;1730,38
1733703;1696,45
1734003;1696,45
1734104;1696,45
1734205;1696,45
1734303;1696,45
1734404;1696,45
1734505;1696,45
1734603;1730,38
1734802;1696,45
1735403;1696,45
1735504;1696,45
1735605;1696,45
1736003;1696,45
1736303;1730,38
1736403;1730,38
1736602;1730,38
1736703;1730,38
1737405;1696,45
1737602;1696,45
1738405;1696,45
1741703;1730,38
1742104;1730,38
1742304;1696,45
1742806;1696,45
1742905;1696,45
1743203;1730,38
1744804;1696,45
1745803;1730,38
1746703;1730,38
1747103;1696,45
1747505;1696,45
1747805;1696,45
1750705;1696,45
1751203;1730,38
1751404;1730,38
1751602;1696,45
1751805;1696,45
1752003;1696,45
1752407;1696,45
1752505;1696,45
1752705;1696,45
1752904;1730,38
1753904;1696,45
1754405;1696,45
1755105;1696,45
1755304;1696,45
1758806;1696,45
1759008;1696,45
1761104;1696,45
1765104;1696,45
1765404;1696,45
1767507;1696,45
1767603;1730,38
1767804;1696,45
1768204;1696,45
1773003;1696,45
1773403;1730,38
1773505;1696,45
1773702;1696,45
1774205;1696,45
1774404;1696,45
1774603;1696,45
1776005;1696,45
1777103;1696,45
1778203;1730,38
1778603;1696,45
1778703;1696,45
1779203;1730,38
1779503;1696,45
1779603;1696,45
1779702;1730,38
1779803;1730,38
1779905;1696,45
1781105;1730,38
1781203;1730,38
1781805;1696,45
1782304;1696,45
1782404;1696,45
1782505;1696,45
1783604;1696,45
1783905;1696,45
1784205;1696,45
1785005;1696,45
1785103;1696,45
1786302;1730,38
1788103;1730,38
1794702;1730,38
1794803;1696,45
1795403;1696,45
1795502;1696,45
1795702;1730,38
1795902;1730,38
1796002;1730,38
1796602;1730,38
1796702;1696,45
1796802;1696,45
1796902;1730,38
1797202;1696,45
1797304;1696,45
1798302;1730,38
1799102;1730,38
1799202;1696,45
1799302;1730,38
1799402;1730,38
1799604;1696,45
1799802;1730,38
1800002;1730,38
1800103;1696,45
1800402;1730,38
1802002;1730,38
1802102;1696,45
1802202;1696,45
1802502;1696,45
1803202;1730,38
1804402;1730,38
1806304;1696,45
1807304;1696,45
1808903;1696,45
1811005;1696,45
1811402;1730,38
1811502;1730,38
1817104;1696,45
1818102;1696,45
1821604;1696,45
1823202;1696,45
1824105;1696,45
1829504;1696,45
1833004;1696,45
1833102;1696,45
1835102;1730,38
1835502;1696,45
1835603;1696,45
1839402;1696,45
1839602;1696,45
1839802;1696,45
1840002;1696,45
1840305;1696,45
1842501;1730,38
1842701;1730,38
1842801;1730,38
1842901;1730,38
1843001;1730,38
1843201;1696,45
1843301;1730,38
1843401;1730,38
1843501;1730,38
1844001;1730,38
1844401;1730,38
1844601;1730,38
1844701;1730,38
1844801;1730,38
1844901;1730,38
1845101;1730,38
1845201;1730,38
1845301;1696,45
1845401;1730,38
1845501;1730,38
1845801;1730,38
1846001;1696,45
1846601;1730,38
1846701;1730,38
1846901;1696,45
1847001;1730,38
1847301;1730,38
1847401;1730,38
1849301;1730,38
1849401;1730,38
1849701;1730,38
1850901;1730,38
1851201;1696,45
1851301;1730,38
1851601;1696,45
1851701;1730,38
1851801;1730,38
1852001;1730,38
1852101;1730,38
1852201;1696,45
1852401;1730,38
1852501;1730,38
1852701;1730,38
1855701;1730,38
1855801;1696,45
1855901;1730,38
1856101;1696,45
1856201;1730,38
1865701;1730,38
1865801;1730,38
1865901;1730,38
1866001;1730,38
1866101;1730,38
1866201;1696,45
1866501;1696,45
1867503;1696,45
1867801;1696,45
1870601;1696,45
1870901;1696,45
1871903;1696,45
1872203;1696,45
1873802;1696,45
1874002;1696,45
1874101;1696,45
1875701;1730,38
1877903;1696,45
1883403;1696,45
1883503;1696,45
1884104;1696,45
1885203;1696,45
1885303;1696,45
1887803;1696,45
1887904;1696,45
1893003;1696,45
1895304;1696,45
1897804;1696,45
1900503;1696,45
1900704;1696,45
1901804;1696,45
1901903;1696,45
1902002;1696,45
1902103;1696,45
1902603;1696,45
1902802;1696,45
1903003;1696,45
1903102;1696,45
1904103;1696,45
1904303;1696,45
1904802;1696,45
1904903;1696,45
1905303;1696,45
1905504;1696,45
1905704;1696,45
1906303;1696,45
1911301;1696,45
1911401;1696,45
1911501;1696,45
1911701;1696,45
1911801;1696,45
1914801;1696,45
1914901;1696,45
1915701;1696,45
1921302;1696,45
1921402;1696,45
1923002;1696,45
1923802;1696,45
1923903;1696,45
1924403;1696,45
1924602;1696,45
1924902;1696,45
1927302;1696,45
1929602;1696,45
1931602;1696,45
1931702;1696,45
1932201;1696,45
1932602;1696,45
1934302;1696,45
1934703;1696,45
1941701;1696,45
1941801;1696,45
1942901;1696,45
1944302;1696,45
1947201;1696,45
1947301;1696,45
1947401;1696,45
1949802;1696,45
1950302;1696,45
1951502;1696,45
1953801;1696,45
1954001;1696,45
1954101;1696,45
1954201;1696,45
1954301;1696,45
1954401;1696,45
1954501;1696,45
1954601;1696,45
1954701;1696,45
1954801;1696,45
1955701;1696,45
1955801;1696,45
1956501;1696,45
1956601;1696,45
1956701;1696,45
1956801;1696,45
1956901;1696,45
1957001;1696,45
1957101;1696,45
1957201;1696,45
1957301;1696,45
1957401;1696,45
1957501;1696,45
1957601;1696,45
1957701;1696,45
1957801;1696,45
1957901;1696,45
1959301;1696,45
1959401;1696,45
1959601;1696,45
1959801;1696,45
1959901;1696,45
1960001;1696,45
1960101;1696,45
1960201;1696,45
1960401;1696,45
1960501;1696,45
1962501;1696,45
1962601;1696,45
1962701;1696,45
1962801;1696,45
1962901;1696,45
1963001;1696,45
1963101;1696,45
1963201;1696,45
1963301;1696,45
1963401;1696,45
1963501;1696,45
1963601;1696,45
1963701;1696,45
1963801;1696,45
1963901;1696,45
1964001;1696,45
1964101;1696,45
1968201;1696,45
1968301;1696,45
1968401;1696,45
1968501;1696,45
1968601;1696,45
1968701;1696,45
1968801;1696,45
1969001;1696,45
1969901;1696,45
1971401;1696,45
1971501;1696,45
1971601;1696,45
1971701;1696,45
1976301;1696,45
1976401;1696,45
1976501;1696,45
1976601;1696,45
1976701;1696,45
1976801;1696,45
1976901;1696,45
1977101;1696,45
1977201;1696,45
1977301;1696,45
1978301;1696,45
1979501;1696,45
1979601;1696,45
1980202;1696,45
1980602;1696,45
1983501;1696,45
1983601;1696,45
1983701;1696,45
1983801;1696,45
1988001;1696,45
1988201;1696,45
1988401;1696,45
1988501;1696,45
1988701;1696,45
1989001;1696,45
1990101;1696,45
1990301;1696,45
1993401;1696,45
1993501;1696,45
1996001;1696,45
1997002;1696,45
2000201;1696,45
2000602;1696,45
2005902;1696,45
2010102;1696,45
2012201;1696,45
2012301;1696,45
2012401;1696,45
2012501;1696,45
2012601;1696,45
2012701;1696,45
2012801;1696,45
2013401;1696,45
2013601;1696,45
2013701;1696,45
2013901;1696,45
2014101;1696,45
2018101;1696,45
2018201;1696,45
2018301;1696,45
2018401;1696,45
2018501;1696,45
2019001;1696,45
2019101;1696,45
2019201;1696,45
2019301;1696,45
2019401;1696,45
2021201;1696,45
2022001;1696,45
2022501;1696,45
2028401;1696,45
2028601;1696,45
2028701;1696,45
2028801;1696,45
2028901;1696,45
2029001;1696,45
2029101;1696,45
2029201;1696,45
2029301;1696,45
2029501;1696,45
2030901;1696,45
2032801;1696,45
2032901;1696,45
2033001;1696,45
2033101;1696,45
2033201;1696,45
2033301;1696,45
2033401;1696,45
2033501;1696,45
2034701;1696,45
2036101;1696,45
2036201;1696,45
2036301;1696,45
2036401;1696,45
2036501;1696,45
2036601;1696,45
2036701;1696,45
2039301;1696,45
2039501;1696,45
2826001;1856,33
3631001;1749,26
3738001;1948,69
3747001;1730,38
3751002;1800,29
3757001;2067,96
3768001;1856,33
4185001;1714,96
4406001;1819,93
4464001;1681,34
4473001;1819,93
4603001;2109,32
4626001;1819,93
1142701;4302,53
1971101;3902,89
147802;1696,45
1142801;2989,09
405903;3059,95
498801;3059,95
577304;2942,27
714604;3059,95
764404;2942,27
788905;2942,27
929702;2942,27
1124702;2942,27
1140101;3059,95
1172601;2942,27
1173401;3059,95
1173501;2942,27
1344001;2942,27
1344101;3059,95
1350801;3059,95
1390301;3059,95
1088702;2755,15
1120903;2701,1
1435001;2755,15
1450401;2755,15
1844301;2545,32
472602;10793,51
695903;2648,15
980703;2504,67
1175604;2755,15
1434601;3030,66
1530005;2495,39
1704303;2495,39
1848501;2799,86
893903;1375,66
1148005;1430,69
1305301;1322,75
957403;11630,41
853801;3413
501805;6348,38
569001;3564,05
851001;3425,66
1559304;6348,38
1815602;6348,38
3854002;3091,26
3963001;3829,39
8793301;3550,88
480701;3153,09
997202;3091,26
159701;3413
261603;2810,23
491408;3963,9
499501;3153,09
563501;3550,88
631501;3153,09
654001;2504,67
665403;3153,09
671302;2755,15
678902;3153,09
679709;3091,26
749905;2495,39
830201;3413
1045501;2755,15
1115706;2755,15
1170804;2554,76
1493302;2755,15
1537801;2810,23
1969201;2268,56
2056001;3413
3746001;3694,33
4533001;3998,86
4539001;3425,66
8791001;3292,66
1631403;3913,39
1769603;2299,27
1836702;3913,39
1977801;3913,39
1993601;3913,39
781013;3913,39
950504;3913,39
1192312;3913,39
1332212;2495,39
1634905;3913,39
1669005;3913,39
1678004;3913,39
1766605;3913,39
1769903;3913,39
1770102;3913,39
1772402;3913,39
1810705;2299,27
2788001;3164,76
1160010;1696,45
800301;1547,44
161501;3754,3
180601;3754,3
191801;3754,3
572801;4063,78
619801;3400,39
633001;3468,39
665902;3468,39
690401;3400,39
805101;4398,77
805701;3905,98
823001;3905,98
4094001;4145,05
4179001;4398,77
4407001;4486,71
4633001;4486,71
160501;3102,74
160701;3413
165901;3413
182801;3228,07
406401;3228,07
469902;3153,09
614203;3091,26
657602;3153,09
658402;3030,66
664108;3091,26
664703;3153,09
682608;2810,23
683303;3091,26
686304;2866,43
690914;1350,56
690917;1247,7
760208;2810,23
789304;2866,43
805401;3030,66
859001;3041,91
876601;3413
1046001;3153,09
1103403;2605,85
1146607;2810,23
1255210;2495,39
1255703;3091,26
1264404;2912,97
1291308;2701,1
1388920;1701,43
1466005;2810,23
1485311;2701,1
1492001;2810,23
1669905;2268,56
1674505;2495,39
1730302;2545,32
2815001;3228,07
3771001;3413
3841001;3708,03
4011001;3708,03
4095001;3358,51
4329001;4259,37
4476001;3358,51
152201;2820,68
160801;3346,09
180401;2934,62
503301;3635,35
550001;3228,07
695014;2701,1
749706;3091,26
796908;2701,1
802501;3164,76
869601;3425,66
875301;3694,33
1183801;3091,26
1184001;3030,66
1724006;2495,39
3975001;3358,51
4059001;3280,46
4555001;4160,42
59108;3162,92
231303;3162,92
304321;3162,92
328912;2455,56
398209;3162,92
514611;3162,92
564602;3030,66
609101;1873,02
662206;2268,56
667106;3162,92
667206;3162,92
673322;3162,92
676716;3162,92
691613;3162,92
693516;3162,92
694013;3162,92
694119;3162,92
754507;3162,92
769822;3162,92
791707;3162,92
830001;3102,74
849901;3413
855801;3829,39
946306;2810,23
949705;3162,92
1095215;2648,15
1100301;3153,09
1171609;3162,92
1253303;3162,92
1333612;3162,92
1386306;3162,92
1469515;1134,27
1476310;3162,92
1550611;3162,92
1577505;3162,92
1584310;1156,94
1720702;3162,92
1867901;2268,56
1907601;3162,92
1996301;3162,92
2022401;3162,92
2223001;3413
4037001;3358,51
4896001;3162,92
860702;3153,09
842601;3041,91
1551708;2268,56
1558411;2268,56
1678605;2268,56
1686809;1134,27
1716103;1134,27
1716203;2268,56
1733808;1134,27
1748005;2268,56
1751104;2545,32
1856401;2545,32
1873305;2268,56
1912201;2268,56
1992404;1134,27
515606;2268,56
556302;2313,94
670210;2545,32
880508;2268,56
1036012;2268,56
1121713;2545,32
1143911;2313,94
1172203;2545,32
1172302;2268,56
1205404;2268,56
1205602;2268,56
1243608;2545,32
1257506;2545,32
1333213;2313,94
1386708;2313,94
1393612;2268,56
1413007;2545,32
1466808;2268,56
1511607;2268,56
1585607;2545,32
1663604;2313,94
1684303;2268,56
1685805;2495,39
1710904;2268,56
1711705;2268,56
1735704;2268,56
1761908;2268,56
1804806;2268,56
